title,link,description,published,city,state_name_x,county_name,lat,lng,roberta_title,roberta_description,roberta_title_label,roberta_title_score,roberta_desc_label,roberta_desc_score,city_ascii,state_id,state_name_y,county_fips,population,density,military,incorporated,timezone,zips
Badger cull plan 'crazy scheme',http://www.bbc.co.uk/news/science-environment-19623931#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"The scientist whose research is being cited by the government to justify its plan to cull badgers in England has described the scheme as ""crazy"".","Mon, 17 Sep 2012 16:16:04 GMT",England,Arkansas,Lonoke,34.5454,-91.9675,"('negative', 0.7131668329238892)","('negative', 0.6003887057304382)",negative,0.7131668329238892,negative,0.6003887057304382,England,AR,Arkansas,5085,2502,554.5,False,True,America/Chicago,72046
Geoffroy's bat found in England,http://www.bbc.co.uk/news/uk-england-sussex-19596320#sa-ns_mchannel=rssns_source=PublicRSS20-sa,A bat that is usually found in continental Europe is discovered in the UK for the first time,"Fri, 14 Sep 2012 13:36:23 GMT",England,Arkansas,Lonoke,34.5454,-91.9675,"('neutral', 0.8886921405792236)","('neutral', 0.8327596783638)",neutral,0.8886921405792236,neutral,0.8327596783638,England,AR,Arkansas,5085,2502,554.5,False,True,America/Chicago,72046
South-east facing hosepipe bans,http://www.bbc.co.uk/go/rss/int/news/-/news/uk-17340844,"Seven water companies across southern and eastern England are to impose hosepipe bans from 5 April amid drought conditions, it is announced.","Mon, 12 Mar 2012 18:40:37 GMT",England,Arkansas,Lonoke,34.5454,-91.9675,"('neutral', 0.6864229440689087)","('neutral', 0.751742959022522)",neutral,0.6864229440689087,neutral,0.751742959022522,England,AR,Arkansas,5085,2502,554.5,False,True,America/Chicago,72046
Ancient Britons drank from skulls,http://www.bbc.co.uk/go/rss/int/news/-/news/science-environment-12478115,"The people occupying a cave in southwest England 14,700 years ago were drinking from cups fashioned from human skulls, scientists say.","Wed, 16 Feb 2011 22:08:34 GMT",England,Arkansas,Lonoke,34.5454,-91.9675,"('neutral', 0.7519164085388184)","('neutral', 0.8507589101791382)",neutral,0.7519164085388184,neutral,0.8507589101791382,England,AR,Arkansas,5085,2502,554.5,False,True,America/Chicago,72046
Ministers ditch forest sale plan,http://www.bbc.co.uk/go/rss/int/news/-/news/uk-politics-12488847,"Ministers ditch plans to change the ownership of state-owned woodland in England, with the government admitting it ""got this one wrong"".","Thu, 17 Feb 2011 22:04:38 GMT",England,Arkansas,Lonoke,34.5454,-91.9675,"('negative', 0.660865068435669)","('negative', 0.620482325553894)",negative,0.660865068435669,negative,0.620482325553894,England,AR,Arkansas,5085,2502,554.5,False,True,America/Chicago,72046
Dry months raise drought concern,http://www.bbc.co.uk/go/rss/int/news/-/news/science-environment-15972810,"The drought affecting parts of England will last into next summer if there is insufficient winter rain, the Environment Agency warns.","Thu, 01 Dec 2011 15:14:50 GMT",England,Arkansas,Lonoke,34.5454,-91.9675,"('negative', 0.7178217172622681)","('negative', 0.5543200373649597)",negative,0.7178217172622681,negative,0.5543200373649597,England,AR,Arkansas,5085,2502,554.5,False,True,America/Chicago,72046
VIDEO: England drought affects wildlife,http://www.bbc.co.uk/go/rss/int/news/-/news/science-environment-17435122,The drought that's affecting many parts of England is beginning to have a serious impact on wildlife,"Mon, 19 Mar 2012 16:48:40 GMT",England,Arkansas,Lonoke,34.5454,-91.9675,"('neutral', 0.6845813393592834)","('negative', 0.8160861134529114)",neutral,0.6845813393592834,negative,0.8160861134529114,England,AR,Arkansas,5085,2502,554.5,False,True,America/Chicago,72046
Wind farm impact to be examined,http://www.bbc.co.uk/news/science-environment-20726813#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"The firm behind a planned offshore wind farm on the south coast of England says it will look to see how it can ""mitigate"" campaigners' concerns.","Sat, 15 Dec 2012 15:20:24 GMT",England,Arkansas,Lonoke,34.5454,-91.9675,"('neutral', 0.7743149995803833)","('neutral', 0.918379545211792)",neutral,0.7743149995803833,neutral,0.918379545211792,England,AR,Arkansas,5085,2502,554.5,False,True,America/Chicago,72046
'No sell-off' for public forests,http://www.bbc.co.uk/news/science-environment-21275432#sa-ns_mchannel=rssns_source=PublicRSS20-sa,The government has announced that it will not sell off publicly owned forests in England.,"Thu, 31 Jan 2013 12:09:16 GMT",England,Arkansas,Lonoke,34.5454,-91.9675,"('neutral', 0.880311131477356)","('neutral', 0.9270480275154114)",neutral,0.880311131477356,neutral,0.9270480275154114,England,AR,Arkansas,5085,2502,554.5,False,True,America/Chicago,72046
Rescue for birds covered in 'wax',http://www.bbc.co.uk/news/uk-england-dorset-21275648#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"Hundreds of seabirds are washed up along the coast of south west England, covered covered in a white waxy substance.","Fri, 01 Feb 2013 08:36:28 GMT",England,Arkansas,Lonoke,34.5454,-91.9675,"('neutral', 0.7555975317955017)","('negative', 0.745236873626709)",neutral,0.7555975317955017,negative,0.745236873626709,England,AR,Arkansas,5085,2502,554.5,False,True,America/Chicago,72046
Flood defence funding gap 'huge',http://www.bbc.co.uk/go/rss/int/news/-/news/uk-politics-15484109,"The one in six properties in England which are flood-prone are being put at risk by funding cuts and a lack of technical expertise, a report says.","Thu, 27 Oct 2011 23:01:52 GMT",England,Arkansas,Lonoke,34.5454,-91.9675,"('negative', 0.6411965489387512)","('negative', 0.7561814785003662)",negative,0.6411965489387512,negative,0.7561814785003662,England,AR,Arkansas,5085,2502,554.5,False,True,America/Chicago,72046
Autumn glory at Stourhead,http://www.bbc.co.uk/go/rss/int/news/-/news/uk-15476895,The changing season in one of England's most beautiful gardens,"Thu, 27 Oct 2011 14:25:51 GMT",England,Arkansas,Lonoke,34.5454,-91.9675,"('positive', 0.6786319613456726)","('positive', 0.953413188457489)",positive,0.6786319613456726,positive,0.953413188457489,England,AR,Arkansas,5085,2502,554.5,False,True,America/Chicago,72046
Why spend 60 years studying seals?,http://www.bbc.co.uk/nature/15352109,How tourism helped save England's grey seal,"Thu, 27 Oct 2011 00:19:45 GMT",England,Arkansas,Lonoke,34.5454,-91.9675,"('negative', 0.7241639494895935)","('neutral', 0.6566054224967957)",negative,0.7241639494895935,neutral,0.6566054224967957,England,AR,Arkansas,5085,2502,554.5,False,True,America/Chicago,72046
The school where pupils wear suits,http://www.bbc.co.uk/news/uk-england-birmingham-19491790#sa-ns_mchannel=rssns_source=PublicRSS20-sa,Students welcome England's first university-status technical college,"Thu, 06 Sep 2012 05:30:33 GMT",England,Arkansas,Lonoke,34.5454,-91.9675,"('neutral', 0.8511244058609009)","('positive', 0.7785214185714722)",neutral,0.8511244058609009,positive,0.7785214185714722,England,AR,Arkansas,5085,2502,554.5,False,True,America/Chicago,72046
New plan to pay farmers who protect winter soil,https://www.bbc.co.uk/news/uk-politics-59499371?at_medium=RSSat_campaign=KARANGA,The empty brown fields of winter countryside could be transformed under new land subsidy rules for England.,"Thu, 02 Dec 2021 02:09:19 GMT",England,Arkansas,Lonoke,34.5454,-91.9675,"('neutral', 0.8135073781013489)","('neutral', 0.8446197509765625)",neutral,0.8135073781013489,neutral,0.8446197509765625,England,AR,Arkansas,5085,2502,554.5,False,True,America/Chicago,72046
Cyclist deaths soar on rural roads in England,https://www.bbc.co.uk/news/science-environment-59477788?at_medium=RSSat_campaign=KARANGA,The number of cyclists being killed on rural English roads rose sharply over the last year.,"Wed, 01 Dec 2021 01:29:17 GMT",England,Arkansas,Lonoke,34.5454,-91.9675,"('negative', 0.6162456274032593)","('negative', 0.8818219304084778)",negative,0.6162456274032593,negative,0.8818219304084778,England,AR,Arkansas,5085,2502,554.5,False,True,America/Chicago,72046
Huge sale of public woodland planned,http://www.bbc.co.uk/go/rss/int/news/-/news/science-environment-12262797,Plans will be revealed by the government this week that could result in the biggest sale of public land in England since World War II. It would see the responsibility for managing huge swathes of woodland and forest pass from the state into private hands.,"Sun, 23 Jan 2011 17:49:25 GMT",England,Arkansas,Lonoke,34.5454,-91.9675,"('neutral', 0.7732961177825928)","('neutral', 0.6967878937721252)",neutral,0.7732961177825928,neutral,0.6967878937721252,England,AR,Arkansas,5085,2502,554.5,False,True,America/Chicago,72046
VIDEO: Protecting Britain's birds of prey,http://www.bbc.co.uk/news/science-environment-21580923#sa-ns_mchannel=rssns_source=PublicRSS20-sa,Conservationists say there is only one breeding pair of Hen Harriers left in England and claim numbers have dwindled over the last decade partly because of illegal killing,"Mon, 25 Feb 2013 19:07:20 GMT",England,Arkansas,Lonoke,34.5454,-91.9675,"('neutral', 0.7799333930015564)","('negative', 0.745429515838623)",neutral,0.7799333930015564,negative,0.745429515838623,England,AR,Arkansas,5085,2502,554.5,False,True,America/Chicago,72046
VIDEO: Marine conservation zones on the rise,http://www.bbc.co.uk/news/science-environment-30792502#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"The BBC's Danny Savage reports on plans to protect more offshore seabeds in England, which would see new areas given the status of 'marine conservation zone'.","Tue, 13 Jan 2015 09:19:03 GMT",England,Arkansas,Lonoke,34.5454,-91.9675,"('neutral', 0.7297415733337402)","('neutral', 0.8018194437026978)",neutral,0.7297415733337402,neutral,0.8018194437026978,England,AR,Arkansas,5085,2502,554.5,False,True,America/Chicago,72046
Coronavirus: Banning cars made easier to aid social distancing,https://www.bbc.co.uk/news/science-environment-52353942,Councils in England can now ban cars from streets more easily to allow space for social distancing.,"Mon, 20 Apr 2020 11:21:23 GMT",England,Arkansas,Lonoke,34.5454,-91.9675,"('neutral', 0.7547483444213867)","('neutral', 0.8166006803512573)",neutral,0.7547483444213867,neutral,0.8166006803512573,England,AR,Arkansas,5085,2502,554.5,False,True,America/Chicago,72046
Drinks bottles and can deposit return scheme proposed,http://www.bbc.co.uk/news/science-environment-43563164,"A money-back scheme for returning glass, plastic bottles and cans in England is to be introduced.","Wed, 28 Mar 2018 11:28:47 GMT",England,Arkansas,Lonoke,34.5454,-91.9675,"('neutral', 0.8638924956321716)","('neutral', 0.8925337791442871)",neutral,0.8638924956321716,neutral,0.8925337791442871,England,AR,Arkansas,5085,2502,554.5,False,True,America/Chicago,72046
Badger cull extension challenged,http://www.bbc.co.uk/news/science-environment-24645914#sa-ns_mchannel=rssns_source=PublicRSS20-sa,England's chief vet has rejected accusations his advice to ministers on the badger cull risked bringing the veterinary profession into disrepute.,"Mon, 28 Oct 2013 01:23:18 GMT",England,Arkansas,Lonoke,34.5454,-91.9675,"('neutral', 0.6904221773147583)","('negative', 0.6824495792388916)",neutral,0.6904221773147583,negative,0.6824495792388916,England,AR,Arkansas,5085,2502,554.5,False,True,America/Chicago,72046
Brexit paves the way for gene-edited crops,https://www.bbc.co.uk/news/science-environment-58711230?at_medium=RSSat_campaign=KARANGA,Ministers will relax regulation of gene-edited crops to allow their commercial growing in England.,"Wed, 29 Sep 2021 00:27:38 GMT",England,Arkansas,Lonoke,34.5454,-91.9675,"('neutral', 0.6959931254386902)","('neutral', 0.9084893465042114)",neutral,0.6959931254386902,neutral,0.9084893465042114,England,AR,Arkansas,5085,2502,554.5,False,True,America/Chicago,72046
Physicist's atom struggles revealed,http://www.bbc.co.uk/news/science-environment-22174013#sa-ns_mchannel=rssns_source=PublicRSS20-sa,Letters from famed physicist Niels Bohr to his fiancee during his time in England are revealed to the public at the American Physical Society meeting.,"Wed, 17 Apr 2013 11:52:43 GMT",England,Arkansas,Lonoke,34.5454,-91.9675,"('neutral', 0.8504448533058167)","('neutral', 0.9342793226242065)",neutral,0.8504448533058167,neutral,0.9342793226242064,England,AR,Arkansas,5085,2502,554.5,False,True,America/Chicago,72046
'Birth defect risk' for diabetics,http://www.bbc.co.uk/go/rss/int/news/-/news/health-16873489,"The risk of birth defects increases four-fold if the pregnant mother has diabetes, a study of 400,000 pregnancies in England suggests.","Mon, 06 Feb 2012 02:10:25 GMT",England,Arkansas,Lonoke,34.5454,-91.9675,"('neutral', 0.5895930528640747)","('neutral', 0.5216389298439026)",neutral,0.5895930528640747,neutral,0.5216389298439026,England,AR,Arkansas,5085,2502,554.5,False,True,America/Chicago,72046
Ospreys first in England to hatch,http://www.bbc.co.uk/news/uk-england-leicestershire-22626395#sa-ns_mchannel=rssns_source=PublicRSS20-sa,Leicestershire and Rutland Wildlife Trust capture osprey chicks hatching on camera for the first time.,"Thu, 23 May 2013 06:33:43 GMT",England,Arkansas,Lonoke,34.5454,-91.9675,"('neutral', 0.8773375153541565)","('neutral', 0.8362178206443787)",neutral,0.8773375153541565,neutral,0.8362178206443787,England,AR,Arkansas,5085,2502,554.5,False,True,America/Chicago,72046
Fifty-five beaches meet new rules,http://www.bbc.co.uk/news/uk-england-hampshire-22614601#sa-ns_mchannel=rssns_source=PublicRSS20-sa,Fifty five beaches in England meet tough new EU standards on water quality to achieve Blue Flag awards.,"Wed, 22 May 2013 09:29:15 GMT",England,Arkansas,Lonoke,34.5454,-91.9675,"('neutral', 0.8727807998657227)","('neutral', 0.8321790099143982)",neutral,0.8727807998657227,neutral,0.8321790099143982,England,AR,Arkansas,5085,2502,554.5,False,True,America/Chicago,72046
How the men from the ministry saved England's heritage,http://www.bbc.co.uk/news/magazine-22616264#sa-ns_mchannel=rssns_source=PublicRSS20-sa,How historic UK sites were saved from destruction,"Thu, 23 May 2013 03:11:39 GMT",England,Arkansas,Lonoke,34.5454,-91.9675,"('neutral', 0.5701085329055786)","('neutral', 0.6056716442108154)",neutral,0.5701085329055786,neutral,0.6056716442108154,England,AR,Arkansas,5085,2502,554.5,False,True,America/Chicago,72046
'World's smallest' pacemaker fitted,http://www.bbc.co.uk/news/uk-england-hampshire-27763063#sa-ns_mchannel=rssns_source=PublicRSS20-sa,The world's smallest pacemaker is fitted inside the heart of a patient for the first time in England.,"Mon, 09 Jun 2014 16:01:41 GMT",England,Arkansas,Lonoke,34.5454,-91.9675,"('neutral', 0.844542384147644)","('neutral', 0.8170357942581177)",neutral,0.844542384147644,neutral,0.8170357942581177,England,AR,Arkansas,5085,2502,554.5,False,True,America/Chicago,72046
Cash boost for England windfarms,http://www.bbc.co.uk/go/rss/int/news/-/news/business-12471662,"Local communities that agree to site an onshore windfarm will receive government-backed payment, under new plans.","Wed, 16 Feb 2011 13:57:00 GMT",England,Arkansas,Lonoke,34.5454,-91.9675,"('positive', 0.7777344584465027)","('neutral', 0.8614848852157593)",positive,0.7777344584465027,neutral,0.8614848852157593,England,AR,Arkansas,5085,2502,554.5,False,True,America/Chicago,72046
Planning rules 'should unite all',http://www.bbc.co.uk/go/rss/int/news/-/news/uk-politics-17514730,"Business and conservation groups should be able to ""unite behind"" revised planning rules for England, says Communities Secretary Eric Pickles.","Tue, 27 Mar 2012 16:32:36 GMT",England,Arkansas,Lonoke,34.5454,-91.9675,"('neutral', 0.7844164967536926)","('neutral', 0.8622356653213501)",neutral,0.7844164967536926,neutral,0.8622356653213501,England,AR,Arkansas,5085,2502,554.5,False,True,America/Chicago,72046
Plastic bag charge a 'complete mess',http://www.bbc.co.uk/news/science-environment-26048425#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"The proposal to curb plastic bag use in England by introducing a charge is far too complicated, say MPs.","Thu, 06 Feb 2014 00:08:21 GMT",England,Arkansas,Lonoke,34.5454,-91.9675,"('negative', 0.8845345377922058)","('neutral', 0.4983130693435669)",negative,0.8845345377922058,neutral,0.4983130693435669,England,AR,Arkansas,5085,2502,554.5,False,True,America/Chicago,72046
