title,link,description,published
Thailand Swamped by Monsoon Flooding,https://earthobservatory.nasa.gov/images/148983/thailand-swamped-by-monsoon-flooding,Recent storms added to an already heavy monsoon season.,"Sat, 23 Oct 2021 00:00:00 -0400"
Russia’s Golden Autumn,https://earthobservatory.nasa.gov/images/148981/russias-golden-autumn,"Primorsky Krai, in the Russian Far East, displays some of the planet’s most striking fall color.","Fri, 22 Oct 2021 00:00:00 -0400"
Sulfur Skies over La Palma,https://earthobservatory.nasa.gov/images/148978/sulfur-skies-over-la-palma,Volcanoes emit sulfur dioxide — a pungent gas that reacts with oxygen and moisture in the air to produce a haze called vog.,"Wed, 20 Oct 2021 15:22:09 -0400"
Late Bloomers in the Arctic,https://earthobservatory.nasa.gov/images/148974/late-bloomers-in-the-arctic,Not everything in the far north appears ready to hibernate for the winter.,"Tue, 19 Oct 2021 17:52:12 -0400"
Drought in the Northern Great Plains,https://earthobservatory.nasa.gov/images/148970/drought-in-the-northern-great-plains,Warm and dry conditions continue to affect agricultural lands in the U.S. Northern Plains and the Canadian Prairies.,"Mon, 18 Oct 2021 16:21:56 -0400"
Shrinking Glaciers and Growing Lakes,https://earthobservatory.nasa.gov/images/148966/shrinking-glaciers-and-growing-lakes,"As temperatures rise on the Tibetan Plateau, lakes are growing larger and deeper.","Mon, 18 Oct 2021 00:00:00 -0400"
Folds of the Bighorn Basin,https://earthobservatory.nasa.gov/images/148960/folds-of-the-bighorn-basin,Red rocks and complex geology are distinctive features of this physiographic region in Wyoming and Montana.,"Sun, 17 Oct 2021 00:00:00 -0400"
Truly Giant Cuttlefish in False Bay,https://earthobservatory.nasa.gov/images/148963/truly-giant-cuttlefish-in-false-bay,Spencer Gulf in South Australia hosts the world’s largest cuttlefish mass spawning event.,"Sat, 16 Oct 2021 00:00:00 -0400"
Waiting to Unload,https://earthobservatory.nasa.gov/images/148956/waiting-to-unload,The pandemic has disrupted global supply chains and markets in ways that have led to backlogs of cargo ships at key ports.,"Fri, 15 Oct 2021 00:00:00 -0400"
Auroras Announce the Solar Cycle,https://earthobservatory.nasa.gov/images/148952/auroras-announce-the-solar-cycle,"The 25th cycle is underway, and it brings more frequent opportunities to see the northern lights and southern lights.","Thu, 14 Oct 2021 00:00:00 -0400"
Alisal Fire Rages Near Santa Barbara,https://earthobservatory.nasa.gov/images/148950/alisal-fire-rages-near-santa-barbara,Chaparral shrublands and strong winds are fueling the fast-moving fire.,"Wed, 13 Oct 2021 17:59:02 -0400"
Superbolts Carry Super Power,https://earthobservatory.nasa.gov/images/148933/superbolts-carry-super-power,Scientists reveal details of a rare type of lightning that stretches into space.,"Tue, 12 Oct 2021 00:00:00 -0400"
Autumn in Sault Ste. Marie,https://earthobservatory.nasa.gov/images/148937/autumn-in-sault-ste-marie,The oldest city in North America’s Great Lakes region is surrounded by areas of stunning seasonal color.,"Mon, 11 Oct 2021 00:00:00 -0400"
Eruption Continues at La Palma,https://earthobservatory.nasa.gov/images/148946/eruption-continues-at-la-palma,Cumbre Vieja volcano is making its presence felt from above and below.,"Sat, 09 Oct 2021 14:02:01 -0400"
The Fish Farms of Hainan Island,https://earthobservatory.nasa.gov/images/148940/the-fish-farms-of-hainan-island,"The southern coasts of this Chinese island are lined with tropical beaches, while the inner bays are lined with floating fishing villages.","Sat, 09 Oct 2021 00:00:00 -0400"
A Record-Breaking Year for Fire in Sakha,https://earthobservatory.nasa.gov/images/148943/a-record-breaking-year-for-fire-in-sakha,Fires burned 8.4 million hectares in the eastern Russian republic.,"Fri, 08 Oct 2021 15:49:23 -0400"
Satellites View California Oil Spill,https://earthobservatory.nasa.gov/images/148929/satellites-view-california-oil-spill,Satellite imagers can make oil spills easier to detect in open water.,"Thu, 07 Oct 2021 17:55:37 -0400"
A Multi-Dimensional Fire Challenge,https://earthobservatory.nasa.gov/images/148913/a-multi-dimensional-fire-challenge,"Accumulating fuels and rising populations are contributing to California’s large, destructive fires.","Tue, 05 Oct 2021 18:42:46 -0400"
Ash and Cloud Rings Over La Palma,https://earthobservatory.nasa.gov/images/148924/ash-and-cloud-rings-over-la-palma,"As the Cumbre Vieja eruption continued into its second week, satellites captured images of some remarkable moments in the skies above the volcano.","Tue, 05 Oct 2021 17:15:40 -0400"
What’s Behind California’s Surge of Large Fires?,https://earthobservatory.nasa.gov/images/148908/whats-behind-californias-surge-of-large-fires,"Heat waves and droughts supercharged by climate change, a century of fire suppression, and fast-growing populations have made large, destructive fires more likely.","Mon, 04 Oct 2021 14:50:58 -0400"
The Arctic’s Largest Delta,https://earthobservatory.nasa.gov/images/148899/the-arctics-largest-delta,"The Lena River branches out across broad, flat tundra in northeastern Siberia.","Fri, 01 Oct 2021 00:00:00 -0400"
Looking Up and Out from Sunspot,https://earthobservatory.nasa.gov/images/148884/looking-up-and-out-from-sunspot,Heliophysics and astrophysics research brings people to this small community in a rugged part of southwestern New Mexico.,"Thu, 30 Sep 2021 00:00:00 -0400"
NASA and USGS Launch Landsat 9,https://earthobservatory.nasa.gov/images/148888/nasa-and-usgs-launch-landsat-9,"The joint effort extends a five-decade record of observing Earth’s landscapes, icescapes, and coastal waters.","Tue, 28 Sep 2021 00:00:00 -0400"
Lava Burns a Path Through La Palma,https://earthobservatory.nasa.gov/images/148880/lava-burns-a-path-through-la-palma,A slow-moving wall of basaltic lava is bulldozing its way through communities on one of the Canary Islands.,"Mon, 27 Sep 2021 17:34:34 -0400"
Research Shows More People Living in Floodplains,https://earthobservatory.nasa.gov/images/148866/research-shows-more-people-living-in-floodplains,The proportion of the world’s population exposed to floods grew by 20 to 24 percent—ten times greater than what previous models had predicted.,"Mon, 27 Sep 2021 00:00:00 -0400"
A Moving and Falling Target,https://earthobservatory.nasa.gov/images/148872/a-moving-and-falling-target,"Shadows accentuate the depth of the canyon that the Niagara River has carved over the past 12,000 years.","Sun, 26 Sep 2021 00:00:00 -0400"
Cumbre Vieja Lights Up the Night,https://earthobservatory.nasa.gov/images/148875/cumbre-vieja-lights-up-the-night,An astronaut photograph shows the proximity of a volcanic eruption to nearby cities on the Spanish island of La Palma.,"Fri, 24 Sep 2021 16:48:41 -0400"
Southern California Under Smoke,https://earthobservatory.nasa.gov/images/148878/southern-california-under-smoke,The KNP fire complex and Windy fire are threatening groves of giant sequoias and prompting authorities to issue evacuation orders.,"Fri, 24 Sep 2021 12:50:32 -0400"
The Road to Vandenberg,https://earthobservatory.nasa.gov/blogs/fromthefield/?p=11698,"One of the CubeSats launching with Landsat 9 is the Cusp Plasma Imaging Detector (CuPID), which will image the boundary where Earth’s magnetic field interacts with the Sun’s.","Fri, 24 Sep 2021 10:35:34 -0400"
Lake Powell Reaches New Low,https://earthobservatory.nasa.gov/images/148861/lake-powell-reaches-new-low,Water levels at Glen Canyon Dam have fallen to their lowest level since 1969 and are still dropping.,"Thu, 23 Sep 2021 17:15:39 -0400"
Arctic Sea Ice 12th-Lowest on Record,https://earthobservatory.nasa.gov/images/148857/arctic-sea-ice-12th-lowest-on-record,"Sea ice covered more area this summer compared to recent years, but it was also much thinner.","Thu, 23 Sep 2021 00:00:00 -0400"
Coastal Color in New Zealand,https://earthobservatory.nasa.gov/images/148852/coastal-color-in-new-zealand,Patchworks and swirls of color adorn the eastern coast of the South Island.,"Wed, 22 Sep 2021 00:00:00 -0400"
Floods Along the White Nile,https://earthobservatory.nasa.gov/images/148848/floods-along-the-white-nile,Seasonal rains along the White Nile and Blue Nile can cause widespread devastation when the rivers overflow.,"Mon, 20 Sep 2021 13:36:05 -0400"
Sudbury Impact Structure,https://earthobservatory.nasa.gov/images/148844/sudbury-impact-structure,"Few craters are as large, or as old, as this impact structure in southeastern Ontario, Canada.","Mon, 20 Sep 2021 00:00:00 -0400"
"Noirmoutier, France",https://earthobservatory.nasa.gov/images/148837/noirmoutier-france,The small tidal island provides a bounty of oysters and salt.,"Sun, 19 Sep 2021 00:00:00 -0400"
Fire Encroaching on Giant Sequoias,https://earthobservatory.nasa.gov/images/148840/fire-encroaching-on-giant-sequoias,"In the midst of another brutal fire season, several of California’s natural treasures have also been threatened.","Thu, 16 Sep 2021 17:18:52 -0400"
Nicholas Soaks the Gulf Coast,https://earthobservatory.nasa.gov/images/148833/nicholas-soaks-the-gulf-coast,The slow-moving storm has been pulling in tropical moisture.,"Wed, 15 Sep 2021 17:36:44 -0400"
A Fast-Moving Fire in Kgalagadi,https://earthobservatory.nasa.gov/images/148829/a-fast-moving-fire-in-kgalagadi,A grass fire in southwestern Botswana raced through the Kgalagadi Transfrontier Park in August.,"Wed, 15 Sep 2021 15:05:00 -0400"
Unusual Snowfall in Greenland,https://earthobservatory.nasa.gov/images/148826/unusual-snowfall-in-greenland,The remnants of Hurricane Larry dropped abundant snowfall on Greenland just as the summer melt season was coming to an end.,"Wed, 15 Sep 2021 00:00:00 -0400"
Fossil Fjords in Namibia,https://earthobservatory.nasa.gov/images/148822/fossil-fjords-in-namibia,"Ice that carved a network of valleys 300 million years ago has long since disappeared, but the original shapes of the valleys remain.","Tue, 14 Sep 2021 00:00:00 -0400"
A Meeting of Ice and Dunes,https://earthobservatory.nasa.gov/images/148817/a-meeting-of-ice-and-dunes,Shadows accentuate the topography in and around Ulaagchinii Khar Nuur in Mongolia.,"Mon, 13 Sep 2021 00:00:00 -0400"
Hurricane Ida Leaves a Trail of Oil,https://earthobservatory.nasa.gov/images/148820/hurricane-ida-leaves-a-trail-of-oil,Federal and state agencies and private companies are working to find and contain oil leaks in the Gulf of Mexico.,"Fri, 10 Sep 2021 17:29:45 -0400"
A Changed Landscape in Southern Louisiana,https://earthobservatory.nasa.gov/images/148809/a-changed-landscape-in-southern-louisiana,Hurricane Ida left behind large new patches of open water that scientists will be watching closely to see if vegetation and healthy marshes return.,"Wed, 08 Sep 2021 17:35:48 -0400"
An Ice Tongue Reaching for Land,https://earthobservatory.nasa.gov/images/149111/an-ice-tongue-reaching-for-land,Perito Moreno is one of the few glaciers on Earth that are not retreating.,"Sun, 21 Nov 2021 00:00:00 -0500"
Sea Ice off Cape Navarin,https://earthobservatory.nasa.gov/images/149095/sea-ice-off-cape-navarin,Wisps of sea ice have started to appear in the western Bering Sea amid cooler temperatures and shorter sunlit days.,"Sat, 20 Nov 2021 00:00:00 -0500"
Severe Flooding in the Pacific Northwest,https://earthobservatory.nasa.gov/images/149100/severe-flooding-in-the-pacific-northwest,Torrential rain in southern British Columbia and western Washington spurred deadly floods and mudslides that have damaged infrastructure and isolated communities.,"Thu, 18 Nov 2021 16:57:35 -0500"
A Shot of Smoke for Delhi,https://earthobservatory.nasa.gov/images/149086/a-shot-of-smoke-for-delhi,Smoke from crop fires in northern India blanketed the populous city and contributed to soaring levels of air pollution.,"Thu, 18 Nov 2021 00:00:00 -0500"
Study Traces Ammonia Pollution in Africa,https://earthobservatory.nasa.gov/images/149089/study-traces-ammonia-pollution-in-africa,Scientists used satellites to parse where and how agriculture is changing atmospheric concentrations of the chemical.,"Wed, 17 Nov 2021 00:00:00 -0500"
November Puzzler,https://earthobservatory.nasa.gov/blogs/earthmatters/?p=11742,"Your challenge is to tell us what we are looking at, where it is, and why it is interesting.","Tue, 16 Nov 2021 15:07:03 -0500"
Burst of New Evidence for Viking Travels,https://earthobservatory.nasa.gov/images/149071/burst-of-new-evidence-for-viking-travels,"Novel geochemical dating techniques show that Norse people were in L'Anse aux Meadows exactly 1,000 years ago.","Tue, 16 Nov 2021 00:00:00 -0500"
Shedding Light on Urban Development,https://earthobservatory.nasa.gov/images/149062/shedding-light-on-urban-development,Cities seem to follow similar growth processes no matter where they are.,"Mon, 15 Nov 2021 00:00:00 -0500"
Rocking the Isles of Scilly,https://earthobservatory.nasa.gov/images/149079/rocking-the-isles-of-scilly,Shallow rock formations and sandbars allow people to occasionally walk between the islands.,"Sun, 14 Nov 2021 00:00:00 -0500"
Reaching for the Stars from Kourou,https://earthobservatory.nasa.gov/images/149082/reaching-for-the-stars-from-kourou,The James Webb Space Telescope will launch from Europe's spaceport near the Equator in French Guiana.,"Sat, 13 Nov 2021 00:00:00 -0500"
"Earth Processes, Climate Change Reveal Military History",https://earthobservatory.nasa.gov/images/149075/earth-processes-climate-change-reveal-military-history,Melting glaciers recently exposed artifacts of war in the Alps.,"Thu, 11 Nov 2021 00:00:00 -0500"
Dust Blankets Tashkent,https://earthobservatory.nasa.gov/images/149067/dust-blankets-tashkent,Meteorologists in Uzbekistan reported airborne levels of dust as high as they have been in 150 years of monitoring.,"Wed, 10 Nov 2021 17:50:23 -0500"
First Light from Landsat 9,https://earthobservatory.nasa.gov/images/149058/first-light-from-landsat-9,"Now in its check-out period, the satellite has provided a glimpse of the compelling and useful imagery it will provide in tandem with Landsat 8.","Wed, 10 Nov 2021 00:00:00 -0500"
